ID,Tweet,Creado_tweet,Locacion_usuario,Seguidores_usuario,Amigos_usuario,Favoritos_usuario,Descripcion_usuario,Verificado_usuario,Idioma,Tipo
1209983209674563587,@AbgMaribelL @mariapaularomo @PoliciaEcuador @caathytorres EXCELENTE BIEN DICHO!!!! y q mejor q Venga de otra mujer pa q no se haga la ofendida....la verdad es q leí el hilo xq pensé q había algo mejorcito pero ha sido feminazi tons lo q ud dijo lo pensé p x respeto no escribí GRACIAS X EXPRESARSE X NOSOTROS LOS ABUSADORES jajajaja,2019-12-25 23:44:12,"Guayas, Ecuador",42,371,214,Mirame a los ojos veras lo q soy...,False,es,misogino
1209983209674563587,@AbgMaribelL @mariapaularomo @PoliciaEcuador @caathytorres EXCELENTE BIEN DICHO!!!! y q mejor q Venga de otra mujer pa q no se haga la ofendida....la verdad es q leí el hilo xq pensé q había algo mejorcito pero ha sido feminazi tons lo q ud dijo lo pensé p x respeto no escribí GRACIAS X EXPRESARSE X NOSOTROS LOS ABUSADORES jajajaja,2019-12-25 23:44:12,"Guayas, Ecuador",42,371,214,Mirame a los ojos veras lo q soy...,False,es,misogino
1209983209674563587,@AbgMaribelL @mariapaularomo @PoliciaEcuador @caathytorres EXCELENTE BIEN DICHO!!!! y q mejor q Venga de otra mujer pa q no se haga la ofendida....la verdad es q leí el hilo xq pensé q había algo mejorcito pero ha sido feminazi tons lo q ud dijo lo pensé p x respeto no escribí GRACIAS X EXPRESARSE X NOSOTROS LOS ABUSADORES jajajaja,2019-12-25 23:44:12,"Guayas, Ecuador",42,371,214,Mirame a los ojos veras lo q soy...,False,es,misogino
1233210434989297664,Y las feminazis izquierdosas que esperan para joderlo por denigrar a una maestra parvularia https://t.co/TaDbdptWwG,2020-02-28 02:00:54,Guayaquil,213,584,450,"Fallar esta permitido, dejar de intentarlo no.",False,es,misogino
1213837226397831168,"@LauCar02 Jajajaja 
Es que siempre se debe tener en cuenta el contexto de la situación!!
Pero noooo ellas nooo, por algo les dicen feminazis!!! https://t.co/lF15VDxee8",2020-01-05 14:58:41,"Bogotá, D.C., Colombia",257,4938,5560,"@AmericadeCali
@ManUtd_Es
@Independiente
@realmadrid
@juventusfces
@FCBayernES
 🇲🇨 ETERNAMENTE⭐ AMERICANO⭐ PORQUE⭐ 🏆PENTACAMPEÓN🏆SOLO ⭐HAY⭐UNO! 🇵🇱",False,es,misogino
1208486480060014592,@telefenoticias @gisebu @mguinzburg @connieballarini @soyverolorca @FlopiTP @FloraAlkorta Guía práctica para ser feminazi 😂,2019-12-21 20:36:44,Argentina,33,177,9865,❤️Touhou❤️,False,es,misogino
1213858734335840256,"@jeeanelle23 Esa cipota es intolerante y no entiende el sarcasmo 🤣 a mi me conoce en persona y me bloqueó por burlarme del ""y la culpa no era mía"" de las feminazi... ella es la que está soltera por amargada",2020-01-05 16:24:09,Honduras,1852,1917,62443,"If you wanna have a good time, just give me a call
FCM🦅 || RMCF👑 || CABJ💙💛
A veces publico contenido serio",False,es,misogino
1235280041241694216,En la secta feminazi ya están haciendo sacrificios de onvres,2020-03-04 19:04:46,Bogotá-Colombia,1785,231,3,"Loading... #HágameElHijueputaFavor®
NO SOY ENDIOSADOR DE GURRES",False,es,misogino
1225811604433985536,Jajajjaajjaajj feminazis en 3 2 1 ...... https://t.co/20KBOGtKaU,2020-02-07 16:00:35,Guayaquil,323,615,7156,Siempre feliz nunca infeliz.,False,es,misogino
1237467047384231936,@solkgayoso @Walo_FA Jajajaja estas feminazis dan risa.,2020-03-10 19:55:09,"Miraflores, Peru",236,265,114989,"Arquitecto, apasionado del fútbol y los autos, aliancista desde la barriga de mi vieja.",False,es,misogino
1212021576427806721,Para las Féminazis que nos acusan de violadores a todos los hombres!! https://t.co/KoCbvRvV4r,2019-12-31 14:43:56,Cartagena - Bogota,2397,4194,91764,"-- CRITICO de los delfines de dos patas: Galanes, Gavirias, Garcias, Serpas y demás, detesto los que se autodenominan IMPOLUTOS!!",False,es,misogino
1230344604362452992,"Ya te enteraste que una feminazi mató a Solsiret, descuartizó y ocultó el cadáver dos años? https://t.co/RUPXIpBg64",2020-02-20 04:13:07,Perú,4424,1797,46653,"Adicto a la literatura y a la Historia.
Celebraré el bicentenario de mi hermoso país cuando el actual gobierno de saboteadores filo terrucos termine.",False,es,misogino
1211022275815919616,@agro_estadista Y quien putas es esta pende... ya aburren con eso del aborto legal mire que galan lo mas practico asesinemos niños inocentes de plano que a esta gente esa puta ideologia de las feminazis ya les estropeo la mente,2019-12-28 20:33:04,San salvador,102,327,1697,San salvador,False,es,misogino
1205585260672638976,"@davidsantosvlog Cuatro gatas panza arriba dando por culo, iros a fregar gandulas que seguro tenéis la casa llena de mierda... vagas que sois muy vagas",2019-12-13 20:28:19,"Murcia, España",5296,4366,61131,"La risa no es un mal comienzo para una amistad y, de lejos, es el mejor final para una. 🇪🇸🇪🇸🇪🇸🇪🇸❤️ #tojunto🍋",False,es,misogino
1211534977474519042,"@Elmiillor @LaSociedab raperos favoritos, los mejores raperos no lloran después de un enfrentamiento le echan el doble de huevos y tiempo de entrenamiento, ahora cállate puta y aplícate el cuento",2019-12-30 06:30:22,"Las Vegas, NV",366,661,15964,"Hago directos.
canal:  https://t.co/B0A6qPFl3w
Server de discord:  https://t.co/B9EYEHRocb
juego lol (tengo autismo no meme)",False,es,misogino
1211534977474519042,"@Elmiillor @LaSociedab raperos favoritos, los mejores raperos no lloran después de un enfrentamiento le echan el doble de huevos y tiempo de entrenamiento, ahora cállate puta y aplícate el cuento",2019-12-30 06:30:22,"Las Vegas, NV",366,661,15964,"Hago directos.
canal:  https://t.co/B0A6qPFl3w
Server de discord:  https://t.co/B9EYEHRocb
juego lol (tengo autismo no meme)",False,es,misogino
1211534977474519042,"@Elmiillor @LaSociedab raperos favoritos, los mejores raperos no lloran después de un enfrentamiento le echan el doble de huevos y tiempo de entrenamiento, ahora cállate puta y aplícate el cuento",2019-12-30 06:30:22,"Las Vegas, NV",366,661,15964,"Hago directos.
canal:  https://t.co/B0A6qPFl3w
Server de discord:  https://t.co/B9EYEHRocb
juego lol (tengo autismo no meme)",False,es,misogino
1210250007850426368,@MaisanchoSancho @ChespiritoVOX @FulgencioColl Vamos a ver «Teresa». ¿Qué tal si te vas a la cocina a fregar y dejas de hacer y decir gilipolleces aquí?,2019-12-26 17:24:21,Casi en el Ártico,516,463,38131,"Azote de «periolistos» ignorantes y patanes varios que pululan por las redacciones. Aunque me bloquees, tu jefe sabrá de tu cagada, ¡gilipollas!",False,es,misogino
1207469212379361282,"@hectorbecerrilr Debe ser Feminazi por omitir  a ""a"" ""o"" 
Tienen estiércol en el cerebro.",2019-12-19 01:14:28,Argentina,7,105,1018,"fundamenta tu opinión, trajaja honradamente y disfruta del deporte",False,es,misogino
1209674076937166848,@ricota_s Cállate puta,2019-12-25 03:15:49,,487,92,21089,q miras,False,es,misogino
1212179393440866305,@miliherrer callate puta estupida,2020-01-01 01:11:03,,572,86,21326,spicy pisces,False,es,misogino
1209591097732870146,"@MrZoroald A ver a mi visualmente la verdad es que me gustan, pero que puto asco. Togekiss era aguantable hasta esta generacion, que ahora puede subirse la velocidad y la vida con su dinamax y pegarle flincheos a todo dios, anda a fregar hada psicotica",2019-12-24 21:46:05,,119,146,8649,"Ahora tengo canal de youtube donde juego al lol, intento enseñar y dibujo horrible https://t.co/heRG1zkp5H",False,es,misogino
1208467773858426880,@milissuarez__ Callate puta ahora escucho música en italiano,2019-12-21 19:22:24,"Buenos Aires, Argentina ",548,348,37429,,False,es,misogino
1208467773858426880,@milissuarez__ Callate puta ahora escucho música en italiano,2019-12-21 19:22:24,"Buenos Aires, Argentina ",548,348,37429,,False,es,misogino
1210475986451664897,@pochoharb1 Otra feminazi ardida..  no hay más explicacion,2019-12-27 08:22:19,"Guayaquil, Ecuador",450,1238,47942,"Me gusta el Futbol y Deportes Extremos..
Barcelonista de Corazón..
Dios es mi Fortaleza..
@ClashofClan
@CODMobile_ES",False,es,misogino
1207714374724603916,Pero si es el tino no es acoso? Donde estan las feminazis cuando se les necesita? https://t.co/RfLr67i3yt,2019-12-19 17:28:39,"Santa Marta, COLOMBIA",807,1817,1240,"Desarrollo de aplicaciones móviles, sitios web, aplicaciones empresariales, redes sociales y telecomunicaciones a la medida.",False,es,misogino
1212408688230772736,@gusocandoalex Y las feminazis no se han pronunciado?,2020-01-01 16:22:11,Maracaibo - Venezuela,1073,1068,15003,"Obrero de la Republica 🚲👷🇻🇪
Hijo de Doris👸
Esposo de la gorda 👱
Hermano de la Loca👩
Papá de Sara Isabel❤️",False,es,misogino
1212408688230772736,@gusocandoalex Y las feminazis no se han pronunciado?,2020-01-01 16:22:11,Maracaibo - Venezuela,1073,1068,15003,"Obrero de la Republica 🚲👷🇻🇪
Hijo de Doris👸
Esposo de la gorda 👱
Hermano de la Loca👩
Papá de Sara Isabel❤️",False,es,misogino
1213842028146102272,"@Giganet5_0 @williamfcuervo @lauracamilavs @MafeCarrascal Exacto, no a esas féminazi que creen que mostrar los senos, pintarse las axilas y gritar en la calle hace algo por las mujeres y el feminismo real",2020-01-05 15:17:46,"Bogotá, D.C., Colombia",285,613,657,"Vivamos la vida!.. 
Ni lo uno Ni lo otro, sino todo lo contrario!!
Colombiano de pura sepa..🥑🥑🐝",False,es,misogino
1206982100840263681,"Apoyo totalmente al ""LicenciadE Vidal"" ante el ataque del fascismo progresista y su dictadura de pensamiento único.

Yo propongo que se lo declare:

🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷
HEROE NACIONAL DEL SIGLO21
🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷

Cada RT es 1 feminazi ofendida https://t.co/d5aLRysdjN",2019-12-17 16:58:52,Tomando mate en mi Bunker🧉,101,36,3740,Al fondo a la Derecha • Políticamente incorrecto •⚔  Anti Progresista •No hay lugar para los tibios•,False,es,misogino
1212182600128901121,@samlr013 cállate puta,2020-01-01 01:23:47,"Trc,MX",509,453,14073,,False,es,misogino
1208334725271691264,"@cocademierda callate puta, que haces despierta?",2019-12-21 10:33:42,arg,1214,134,92017,19.she,False,es,misogino
1208213281388814336,@xramirezcamila Cállate puta https://t.co/eiTKfCQgEx,2019-12-21 02:31:08,"Buenos Aires, Argentina",511,1166,13032,💘💘,False,es,misogino
1213690169498460161,@cpgarcieral @ceciliasotog Ja ja otra ignorante seguramente hoy ya estaría funcionando el aeropuerto ja ja el chiste es salir a FREGAR,2020-01-05 05:14:20,Montgomery TX,1236,852,36186,"Orgullosa madre de cinco hijos productivos  BCG,EY,Harvard,Baylor,The 
University of Austin UT,todo en la vida es posible si tienes sueños🇲🇽🇲🇽🇲🇽",False,es,misogino
1206596728880861184,Los sueños húmedos de Lolo y sus amigas feminazis https://t.co/hDos7auCrD,2019-12-16 15:27:32,Ecuador,502,1495,7522,,False,es,misogino
1208629885947842560,@ampiazurrr Jajajajaja callate puta,2019-12-22 06:06:34,"La Plata, Argentina",244,306,40834,Abogacia| ⚖️,False,es,misogino
1205660095079534592,@NavaaDiego cállate puta,2019-12-14 01:25:41,,114,178,31516,@PostMalone,False,es,misogino
1212368425319829505,😂 Ni las feminazis se salvan jajajajajaja https://t.co/c3Q2N4wRlp,2020-01-01 13:42:11,,149,115,3981,,False,es,misogino
1208608252608598022,"@NairAliaga En estos días de las imposiciones de la ideología de genero y las feminazis, es difícil ver esto. Te felicito, espero que cumplas tu sueño 😉",2019-12-22 04:40:36,"Lima, Perú",810,861,3609,eñ tio moe,False,es,misogino
1208608252608598022,"@NairAliaga En estos días de las imposiciones de la ideología de genero y las feminazis, es difícil ver esto. Te felicito, espero que cumplas tu sueño 😉",2019-12-22 04:40:36,"Lima, Perú",810,861,3609,eñ tio moe,False,es,misogino
1210666146351009793,@FerBetancourt9 Cállate puta,2019-12-27 20:57:57,,31,47,1336,"Soy el Timmy O'Toole de México! 
No estaba muerta, andaba de parranda! Sígueme y alv",False,es,misogino
1209302723511947264,O todas las feminazis son lesbianas o no culean. Heyy ya bajenle un punto al tema del odio al hombre y el patriarcado. Y si una mujer prefiere estar en su casa con sus hijos dejénla ser como le de la gana. O quienes son para decirle lo que es correcto o no? En serio se pasan.,2019-12-24 02:40:11,"Cartagena, Colombia",1934,1271,50913,Si se va a delicar con lo que escribo no me siga. En esta cuenta se ama más a los perritos que a los humanos.     #TeamTibios Forever!! #TeamCatervaDeCosteños,False,es,misogino
1209302723511947264,O todas las feminazis son lesbianas o no culean. Heyy ya bajenle un punto al tema del odio al hombre y el patriarcado. Y si una mujer prefiere estar en su casa con sus hijos dejénla ser como le de la gana. O quienes son para decirle lo que es correcto o no? En serio se pasan.,2019-12-24 02:40:11,"Cartagena, Colombia",1934,1271,50913,Si se va a delicar con lo que escribo no me siga. En esta cuenta se ama más a los perritos que a los humanos.     #TeamTibios Forever!! #TeamCatervaDeCosteños,False,es,misogino
1209302723511947264,O todas las feminazis son lesbianas o no culean. Heyy ya bajenle un punto al tema del odio al hombre y el patriarcado. Y si una mujer prefiere estar en su casa con sus hijos dejénla ser como le de la gana. O quienes son para decirle lo que es correcto o no? En serio se pasan.,2019-12-24 02:40:11,"Cartagena, Colombia",1934,1271,50913,Si se va a delicar con lo que escribo no me siga. En esta cuenta se ama más a los perritos que a los humanos.     #TeamTibios Forever!! #TeamCatervaDeCosteños,False,es,misogino
1204522466720137217,Nunca me ha gustado Mon Laferte. Y menos ahora que anda interactuando con La*ren. No quiero que su mala influencia feminazi le lave mas la cabeza de lo que la tiene a L.,2019-12-10 22:05:09,"Santiago, Chile",524,113,10637,Mis dias con Lauren❤ 24/06/16//8/12/16//29/08/17//29/09/2017//10/06/18//12/06/18//13/06/18//15/10/21//S.G✌️/10/06/19//,False,es,misogino
1204522466720137217,Nunca me ha gustado Mon Laferte. Y menos ahora que anda interactuando con La*ren. No quiero que su mala influencia feminazi le lave mas la cabeza de lo que la tiene a L.,2019-12-10 22:05:09,"Santiago, Chile",524,113,10637,Mis dias con Lauren❤ 24/06/16//8/12/16//29/08/17//29/09/2017//10/06/18//12/06/18//13/06/18//15/10/21//S.G✌️/10/06/19//,False,es,misogino
1204522466720137217,Nunca me ha gustado Mon Laferte. Y menos ahora que anda interactuando con La*ren. No quiero que su mala influencia feminazi le lave mas la cabeza de lo que la tiene a L.,2019-12-10 22:05:09,"Santiago, Chile",524,113,10637,Mis dias con Lauren❤ 24/06/16//8/12/16//29/08/17//29/09/2017//10/06/18//12/06/18//13/06/18//15/10/21//S.G✌️/10/06/19//,False,es,misogino
1206468643292418048,"@eljueves @Karlostentador Es un ensayo, en breve se suspenden por puta, te violo a fregar....",2019-12-16 06:58:34,,104,67,28976,"Viva el mal, viva el capital!",False,es,misogino
1207714667445051393,@TejadaTejadaC @mujerescreando1 Detrás de una feminazi hay una mujer resentida. Y detrás de todas las resentidas está María Galindo.,2019-12-19 17:29:49,"La Paz, Bolivia",1031,2942,43449,Arquitecto y artista políticamente de extrema DERECHA.,False,es,misogino
1210646485412597761,"@Sinburka Lo del primer mundo les sirve a las #feminazis cuando las beneficia, pero cuando no tiran el rabo al monte.. 
Carecen de moral y ética por eso su tiempo al aire esta contado!...

https://t.co/ANq5vbGGnn",2019-12-27 19:39:49,"La Puntilla, Samborondon ",313,383,40010,"Guayaquileño, emelecista, derechoso, motero, UFC, NFL  y anti correista...",False,es,misogino
1211016847598014464,"@CarlosLozadaCa1 @joc_alonso Jajjaja no lo dice, pero es bueno que no digan nada así ya algunos se darán cuenta de cual es la lucha de las feminazis.",2019-12-28 20:11:30,"Arequipa, Peru",98,1131,6345,"Informático, logístico, aliancista a muerte e hincha de la selección peruana 🇵🇪. Iniciativo y con carácter.",False,es,misogino
1213723720403083264,Como se iran a componer en la guerra... Sera que exigiran igualdad #GuerraMundial3 #Feminazis #patriacado #machoalfa #maestro_jedi #2020ConTodo https://t.co/AnkAivGS6S,2020-01-05 07:27:39,colombia,8,11,202,que el riesgo sea tan emocionante como el peligro...!!!,False,es,misogino
1206444430959554566,"@DraGoogle @toi_fa Y tu con la tuya y mas siendo mujer ,x cuantos vas ya ,tienes la camada ? Pues animo y a x la siguiente y en un paron ve a a trabajar a una fabrica de costurera y a fregar a casa 🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️ de verdad que estas muyyyy 🤕",2019-12-16 05:22:21,,106,177,16738,,False,es,misogino
1207903754831437824,"@vanesavallejo3 Has hecho una revuelta de feminazis y gente ignorante en tus comentarios eh.
Ya me has ganao mi corazón *_*",2019-12-20 06:01:11,Al espacio y más allá ,143,301,50490,"Cualquiera que te haga sentir pequeño, no merece verte crecer.",False,es,misogino
1212053323215523841,La cara de @zaid_solrac cuando ve un tuit de las feminazis https://t.co/rxSsqAbnNK,2019-12-31 16:50:05,,494,289,17947,begin again.,False,es,misogino
1206613304208220162,@EllaDiarioAM @Tacirupeca @Aquisolomandoyo @hernanmilla72 @JovenEuropeo @67quijote Ay no ya llegaron las feminazi dolidas indignadas a darse golpes de pecho...me aburren... https://t.co/L8T7OOvoRU,2019-12-16 16:33:24,"Caracas, Venezuela",3626,453,9844,"relajado y buena vibra por el mundo.
adicto al aguacatico.
no me agrada la gente sin cerebro",False,es,misogino
1210688544836063233,@FafaTaz @ramirorv84 @beto16bsc Jajajajaja oye tantas experiencias cachudas tienes q encamas vergas??? Jajaja típico de un reprimido pero tranqui q tus feminazis ya lograron el matrimonio gay,2019-12-27 22:26:57,Quito,153,669,281,"Soy un hombre que habla de frente, hincha de Liga de Quito, opino de lo que sé, y lo que no, prefiero no hacerlo.",False,es,misogino
1210688544836063233,@FafaTaz @ramirorv84 @beto16bsc Jajajajaja oye tantas experiencias cachudas tienes q encamas vergas??? Jajaja típico de un reprimido pero tranqui q tus feminazis ya lograron el matrimonio gay,2019-12-27 22:26:57,Quito,153,669,281,"Soy un hombre que habla de frente, hincha de Liga de Quito, opino de lo que sé, y lo que no, prefiero no hacerlo.",False,es,misogino
1207064079304740866,@AngelFeloor CÁLLATE putA,2019-12-17 22:24:37,jsjsjsks,41,65,1396,𝒘𝒊𝒍𝒅 𝒂𝒕 𝒉𝒆𝒂𝒓𝒕,False,es,misogino
1213969111719579649,@1luanamolina callate puta,2020-01-05 23:42:45,,398,254,18709,quiero encontrarte entre las estrellas,False,es,misogino
1212182102604693505,@Nachete1992 Callate puta,2020-01-01 01:21:49,,213,373,581,,False,es,misogino
1205561586318008320,"@soniachocron creo que soy yo,debo decir que la Greta me causa rechazo desde su mirada, expresion corporal,parece un personaje que viene del futuro a fregar el pasado, no se una extraterrestre, algo asi sacado de la ciencia ficcion un personaje perverso. Los lideres la han mandado por un tubo.",2019-12-13 18:54:15,,40,209,12320,"Lic. Administracion.. mamá de Arthur y Maximo, oriunda de donde comenzó la era del oro negro, las velas de cumpleaños eran  mechurrios y los vecinos balancines.",False,es,misogino
1205561586318008320,"@soniachocron creo que soy yo,debo decir que la Greta me causa rechazo desde su mirada, expresion corporal,parece un personaje que viene del futuro a fregar el pasado, no se una extraterrestre, algo asi sacado de la ciencia ficcion un personaje perverso. Los lideres la han mandado por un tubo.",2019-12-13 18:54:15,,40,209,12320,"Lic. Administracion.. mamá de Arthur y Maximo, oriunda de donde comenzó la era del oro negro, las velas de cumpleaños eran  mechurrios y los vecinos balancines.",False,es,misogino
1204538112489201665,Sigue la pura #CORRUPCIÓN en la @FGE_Veracruz @CuitlahuacGJ checalooooo @lopezobrador_ y no soy #adversario ni #prensafifi ni #conservadora ni #Feminazi sólo soy #veracruzana #BuenasTardes #BuenMartes a todas y todos https://t.co/l5dqdIJgrl,2019-12-10 23:07:19,"Veracruz, México ",1119,1176,11007,Desde 2012 TODO LO PROFUNDO AMA EL DISFRAZ. TODO ESPÍRITU PROFUNDO TIENE NECESIDAD DE UNA MÁSCARA (Fiedrich Nietzsche). Me SIGUES Te SIGO. KISES A TODOS✌😘💕💞,False,es,misogino
1212889957477634050,Feminazi digan algo !!!. Atención que no me dirijo al distinguido Movimiento Feminista al cual respeto y admiro por su causa justa. Me dirijo a las que han destruido la naturaleza del Movimiento Feminista. https://t.co/RqYogDsoeE,2020-01-03 00:14:34,Ecuador,3924,3843,25235,"Lic. Cs. Políticas. Abogado. Ex: Presidente Federación Estudiantes Universitarios, Presidente AED, Dir. CRSV-G. Ex Candidato Alcalde Guayaquil. Lasallano. 🇪🇨",False,es,misogino
1212889957477634050,Feminazi digan algo !!!. Atención que no me dirijo al distinguido Movimiento Feminista al cual respeto y admiro por su causa justa. Me dirijo a las que han destruido la naturaleza del Movimiento Feminista. https://t.co/RqYogDsoeE,2020-01-03 00:14:34,Ecuador,3924,3843,25235,"Lic. Cs. Políticas. Abogado. Ex: Presidente Federación Estudiantes Universitarios, Presidente AED, Dir. CRSV-G. Ex Candidato Alcalde Guayaquil. Lasallano. 🇪🇨",False,es,misogino
1210520569688539137,"Buenos días preciosas!!!!

*Todas las feminazis se ofenden *",2019-12-27 11:19:28,"Guayaquil, Ecuador",209,134,3962,Alguien que se cabreo de dejar de decir las webadas como son .. Si no te gusta la sinceridad anda a seguir a los Hipocritas...Volvi a vivir cuando me Divorcie!!,False,es,misogino
1210520569688539137,"Buenos días preciosas!!!!

*Todas las feminazis se ofenden *",2019-12-27 11:19:28,"Guayaquil, Ecuador",209,134,3962,Alguien que se cabreo de dejar de decir las webadas como son .. Si no te gusta la sinceridad anda a seguir a los Hipocritas...Volvi a vivir cuando me Divorcie!!,False,es,misogino
1202025560433680385,"Hasta cuando @Lenin tenemos que soportar a esta inepta  #FEMINAZI-Promuerte????
Ya Basta  !!!! 
#FueraRomoFuera https://t.co/VeU5j3WJIR",2019-12-04 00:43:20,"Guayaquil, Ecuador",1409,1890,38442,"Móvimiento Civil a favor de la Vida la Familia y sus derechos
#AntiProgress #AntiGlobalista 🇪🇨
#FollowProvida 💙",False,es,misogino
1208987847602180096,@tenvvly callate puta,2019-12-23 05:48:59, jeno's gf,154,244,3733,moved to @__j3no,False,es,misogino
1208987847602180096,@tenvvly callate puta,2019-12-23 05:48:59, jeno's gf,154,244,3733,moved to @__j3no,False,es,misogino
1206665948096335872,Los comunistas y las feminazis son complices de los asesinos islamicos. Silencio de Europa ante la condena a 55 años de cárcel de tres activistas iraníes por negarse a llevar velo https://t.co/wpGJOUzkRo vía @publico_es,2019-12-16 20:02:35,valera -venezuela,3202,2520,1271,"Educador IUPEMAR-UPEL, Socialdemocrata,activista de Accion Democratica, alergico al comunismo y al militarismo; civilista y humanista, Sec Org Ces Trujillo",False,es,misogino
1203706672730038273,"Mrc
Quien toma en serio los memes?
Solo una feminazi a favor del aborto que tengo en mi Facebook 
Que muchacha más ridícula en la vida",2019-12-08 16:03:29,"Ciudad Guayana, Venezuela",3062,1839,87189,"24 Años
Licenciada en Contaduría Publica

Aquí escribo lo que pienso sin filtros, si te sientes ofendido es tu problema🤷🏽‍♀️",False,es,misogino
1203706672730038273,"Mrc
Quien toma en serio los memes?
Solo una feminazi a favor del aborto que tengo en mi Facebook 
Que muchacha más ridícula en la vida",2019-12-08 16:03:29,"Ciudad Guayana, Venezuela",3062,1839,87189,"24 Años
Licenciada en Contaduría Publica

Aquí escribo lo que pienso sin filtros, si te sientes ofendido es tu problema🤷🏽‍♀️",False,es,misogino
1212814723797921792,"@perezjuan1962 @Ternurita3103 @PaolaPabonC Desnudarse en la vía pública ahora, las FEMINAZIS también le llaman #Dignidad",2020-01-02 19:15:37,Machala City,1528,1105,20640,Ingeniero Industrial y no come cuentos.,False,es,misogino
1212814723797921792,"@perezjuan1962 @Ternurita3103 @PaolaPabonC Desnudarse en la vía pública ahora, las FEMINAZIS también le llaman #Dignidad",2020-01-02 19:15:37,Machala City,1528,1105,20640,Ingeniero Industrial y no come cuentos.,False,es,misogino
1214298586969706500,"@gongalery Pues que el bizarro de su padre haga una consulta ciudadana, si se ponen pedos o se van a fregar a su progenitora todos los de la 4ta",2020-01-06 21:31:58,asta bandera del Zócalo ,452,821,20265,Crítico de los chairos y dolor de cabeza del vgt,False,es,misogino
1214298586969706500,"@gongalery Pues que el bizarro de su padre haga una consulta ciudadana, si se ponen pedos o se van a fregar a su progenitora todos los de la 4ta",2020-01-06 21:31:58,asta bandera del Zócalo ,452,821,20265,Crítico de los chairos y dolor de cabeza del vgt,False,es,misogino
1204235982821842944,Algo mas absurdo que las novelas Colombianas es ver una feminazi Dominicana.,2019-12-10 03:06:46,"666st., Helltown.",171,317,10568,/.ghost/ -Escribo reseñas de películas que nadie lee y me gustan las luchitas.,False,es,misogino
1211113963322249216,@josechacon18 @lachicatoxicaa Y que la mande a fregar y barrer la casa tambien supongo?🙄,2019-12-29 02:37:24,"Colón, Panamá",932,1081,19791,Biólogo egresado de la Universidad de Panamá🇵🇦🇵🇦🇵🇦🇵🇦🇵🇦🇵🇦🇵🇦 (antiprogre),False,es,misogino
1214018673314344961,Mil veces desgraciadas las Feminazis locales y el comecaliente de Chichobelo. Ellos deberían ocupar el lugar de esa pobre criatura. https://t.co/4nR0MdavrY,2020-01-06 02:59:41,"Lima, Peru",2158,999,8098,"Abogado, Mag. Derecho Corporativo (ESAN), Mag. Bioética y Biojurídica (e), Mag. Derecho Canónico (e). Especialista Derecho Médico. Diplomado Derecho Ambiental.",False,es,misogino
1214018673314344961,Mil veces desgraciadas las Feminazis locales y el comecaliente de Chichobelo. Ellos deberían ocupar el lugar de esa pobre criatura. https://t.co/4nR0MdavrY,2020-01-06 02:59:41,"Lima, Peru",2158,999,8098,"Abogado, Mag. Derecho Corporativo (ESAN), Mag. Bioética y Biojurídica (e), Mag. Derecho Canónico (e). Especialista Derecho Médico. Diplomado Derecho Ambiental.",False,es,misogino
1211712786490769408,@ades7et7 Cállate puta.,2019-12-30 18:16:55,México ,712,130,48313,De ahora en adelante lo que se vienen son éxitos y bendiciones. 🙏🏻,False,es,misogino
1205523993748488192,"@CristinaSegui_ Vamos a ver como te sienta, vete a fregar y deja de opinar y quitarle el trabajo a un padre de familia.",2019-12-13 16:24:52,Mordor,3542,4949,21248,"Republicano, apostata y rojo,
si la vida tiene prisa, que corra.",False,es,misogino
1205523993748488192,"@CristinaSegui_ Vamos a ver como te sienta, vete a fregar y deja de opinar y quitarle el trabajo a un padre de familia.",2019-12-13 16:24:52,Mordor,3542,4949,21248,"Republicano, apostata y rojo,
si la vida tiene prisa, que corra.",False,es,misogino
1207367615322238983,"@carlosadmercado A mi me gusta el del wey que le dice a la chava ""callate puta"" jajajajjaa fan!",2019-12-18 18:30:45,México,288,265,15869,,False,es,misogino
1205518097928589312,Feminazi Venezolana causa furor en los comics.,2019-12-13 16:01:26,Turmero Estado Aragua,142,252,49,"El que busca lo que no debe, encuentra lo que no quiere",False,es,misogino
1210381726490537985,"cuando clickeas para ver quién más faveo un tuit en plan “malditas feminazis” y no queda otra que entristecer

:) será vínculo clienteーvendedor de ahora en más https://t.co/YElmdGgnqZ",2019-12-27 02:07:46,"Buenos Aires, Argentina",1329,505,40523,LA QUE DEPOSITÓ PESOS RECIBIRÁ BESOS 🏳️‍🌈 ー ella/she ー,False,es,misogino
1212070218530541569,@Chris_Idk10 Callate puta,2019-12-31 17:57:13,🇦🇷,1535,299,24905,nick: imbestarg wild rift player ♪: https://t.co/D77XVNTq33,False,es,misogino
1206564626697076739,Patriarcado 1 feminazis 0 en ASTINAVE EP https://t.co/nuY2CUe8vj,2019-12-16 13:19:58,Ecuador,221,467,108,Gerente de Serconavi S.A. empresa dedicada al Diseño y construcción de todo tipo de embarcaciones. Soy Geek y un  Coleccionista y lector de Comics...,False,es,misogino
